区域,北京,餐饮类型,火锅,店铺id,298462,店铺名称,东来顺（世界公园店）,经度,116.290989,纬度,39.813989
用户,星级,评论
匿名用户,4.0,味道不错，位置好找，就是人好多啊
匿名用户,3.0,味道不错，排骨豆角都很入味，全部吃光光啦
Kxz815285507,5.0,很值的一次就餐 大家可以都来尝尝
匿名用户,3.0,口味还行，环境和服务需要大大提高
匿名用户,1.0,口味只能算一般，家常味道，肉老的咬不动，烤串也不好吃，不会再去了
匿名用户,2.0,环境不太好，口味还行！服务尚可！
HpR416672434,4.0,一锅鲜很好吃，服务态度好，方便好找。
gwy011,3.0,菜品实惠，大众口味，一家三口人吃的饱饱的。不错的快餐馆
小石狮子,5.0,吃了很多次，一如既往的好，经济实惠
UbP151889747,4.0,还可以！我就是喜欢吃这家玉米饼
匿名用户,3.0,才还可以，就是交通不方便。量够两个人吃。
kVM267965834,5.0,非常不错的选择，建议还来两次，谢谢
小石狮子,5.0,买了很多次了，经济实惠，味道很好
QeH736403837,3.0,路边小店，干净卫生，菜量不小，口味略重
人不醉没机会,4.0,挺好的经济实惠，在他家吃不是一次两次了，就是楼下太吵，地少，但是嗯不错啊
Eel114841706,5.0,"特别便宜，就是位置有点偏，服务挺好的
"
lCV315515383,4.0,第三次去了，好吃，服务好，接着去
bmcboss,5.0,量很大而且送的凉菜可口。下次还会来。
lCV315515383,4.0,好吃。第三次了。下次吃烤串试试
匿名用户,1.0,真心不好吃，价格还算合理，只是口味真心不敢恭维
pkN678911868,2.0,口味挺好，我喜欢，服务很好，环境也不错
幸运草9903,4.0,喜欢的一家一锅鲜，味道不错，经济实惠
yxC124455850,4.0,菜品挺好，服务也还可以。。。。。
秦霞的,4.0,量大，实在，口味也还可以，有机会还定
Utt627663257,3.0,烤串味道不错，但烤肉和烤菜偏咸，团的两个人的，没吃了。
gaofei817,4.0,三个人没吃完，就是凉菜咸！！！！！
Zhenzhen19870317,5.0,环境不错！口味棒棒哒！还会光顾！
匿名用户,5.0,一如既往的好吃，不过现在去店里吃，路上太热啦，儿子说下次也点个美团外卖吧
冰冰本尊,3.0,习惯性好评，都是现烤的，但是味道一般，
林依果儿,5.0,#排骨焖豆角# #凉菜# 太好吃了！两个人都吃撑回来的！闺蜜说想吃一锅鲜 搜了一下这家评分不错果断来了 虽然路途有点远 但是很对得起这么远的路程。我俩去的早了，还在车里待了半个多小时然后店里面才上班，一进去就赶紧点啦团购套餐，因为刚开始营业所以凉菜和排骨什么的都是现弄的 味道超级棒！这期间陆陆续续的就去了好多个外卖的 至少10个！一锅鲜上来以后闺蜜说很好吃跟她在家里那边吃的味道一样 凉菜也很多样可惜我弄太多了都没吃了 哎 主要一大碗小米粥实实在在的暖啊，以后肯定会经常光顾的，排骨真心不错
夏小淘哈哈,5.0,很不错的团购，谢谢服务，吃的很不错，一锅鲜和串很棒，尤其是鱼豆腐和馒头片烤的炉火纯青，下次还去
飒爽的風,4.0,从小就去吃了  顺义的记忆  好吃 有味
BKC107466138,3.0,什么都挺好的，但是打包的，忘了3个馅饼
匿名用户,4.0,很方便，我们经常在这里吃饭，经济实惠。
匿名用户,2.0,味道一般，性价比高，有些凉，后来又给烤了。服务态度好
asdfg20080502,2.0,一般吧！下次不想去了！卫生一般！服务一般
hpV113151713,3.0,挺好的。下次还会再去。味道很好。就是开票时间有点长，希望提高一下。
VDt903392492,1.0,质量差，火大卷子太干，肉呈黑色，没汁水，可能是剩的
w520小依芯,4.0,很好实惠还会再去，位置方便好找
Dpu479514021,4.0,店不大，还是比较干净的。一锅鲜比烧烤好吃
gaofei817,5.0,超值实惠，量也很大，凉菜还能拼盘！
人不醉没机会,4.0,挺好啊，就是太吵，但是味道还可以不错啊，嘿嘿
Y1983ZH,5.0,好吃，还不错，凉菜偏咸！鲫鱼刺有点多，其他还好！！
fXu102161901,5.0,菜品不错，环境一般吧。服务也不错，一锅鲜不错
小马8982,3.0,别的还行！羊肉串有点咸！可能没放匀！！！！
人不醉没机会,4.0,在挺好的，好吃不贵，大家可以试试啊吧
杠头……,3.0,还可以吧，味道感觉比前几年要差点，不过总体还是很不错的
qtl183585767,3.0,一如既往的好服务态度也好在量大，味道有了，一直都喜欢吃。千里寻它，吃了。值了
cwc陈文超,3.0,可以菜味不错！量也实惠，下次还会去吃，不知可不可以了两张卷一起用
匿名用户,1.0,服务员态度居差，我本来想点四个小锅，可这个服务员非说我没跟她说，只能点两个大锅！！！
cui89494821,5.0,两个女的吃不完哦，给的量挺多的，味道麻，比起他家的一锅鲜差远了
为自己而活113,2.0,味道一般，也就是便宜，服务态度差，给过钱了，走时还叫住我们说没结账，不知道事情的还以为我们吃霸王餐，吃过之后心情很不好
小马8982,3.0,还行！味儿不错！俩个人吃够了！！！！！
Ibu729233996,5.0,口味非常好，价格很实惠，重要的是啤酒还是两块钱一瓶
成小霸王,5.0,量大 不过个人不太喜欢这个味道
JYb439827514,4.0,网上团购的，挺不错的，就是豆角有点老了，
宋s12,4.0,老顾客了，很满意，也很不错，还很小孩儿，环境也很好
PUi879481623,4.0,经济实惠，好吃不贵..……☺☺☺
xYL448798393,4.0,量很足，味道合适，地方很容易找到
我爱彤彤彤彤爱我,4.0,菜品不错，味道也很好，物美价廉！
YGt535069564,3.0,无需排队，位置好找，免费赠送粥
HDD767558095,3.0,上菜速度快，口味一直都很好，物美价廉
rAb962348400,2.0,只能说一般，服务员拿掉地上的勺子盛菜，唉受不了
nvW558131973,5.0,味道依然很好性价比超高值得推荐
阿雅521314,2.0,味道不好，羊肉串好像没腌制，老公说吃的还行
caiyywyf,4.0,环境还可以，服务也不错，上菜的速度很快
mnA771418831,4.0,味道鲜美可口，环境干净整洁，菜量也还可以，两人吃的饱饱的，不错的选择
匿名用户,3.0,地方太偏不好找，菜太油，考虑到这价格，还说合格吧
PCT426250169,3.0,第一次过来，卫生差点，菜量大，还可以吧
zpr613473947,3.0,经济实惠，地理位置优，不用等待
哈迪斯1001,5.0,挺好的地方，味道也不错……还回来
梅山兄弟,5.0,服务，菜量，口味，都没的说，实惠
HDD767558095,4.0,量很大，口味也很好，经济实惠，不错
QfB831390193,3.0,量很大，服务不错  下次还会再来。
zzsy0469,4.0,忘记拍照啦，和排骨焖豆角一起美图的，两个人根本没有吃完，味道不错，赞
ClD860414347,5.0,菜量挺大！两个人吃的饱饱的！凉菜自己选！非常满意！
念念0098,3.0,两个人，没吃完，不喜欢酱料的味道…
帅帅胡杨杨,4.0,提前打电话没有排队，味道不错，就是五花肉没有给我啊？？？？？都走了才想起来一锅鲜也没有给粥，不过不要紧就是好这口
JVI303638218,2.0,量大，只是味道一般，不过价格也很实惠，要是吃饱，还是没问题的。
qiqi1022,2.0,一锅鲜不好吃了。吃的排骨豆角锅，排骨都不知道是哪块的骨头不好吃，黑乎乎的除了咸就是咸，豆角是边吃边摘丝啊。吃饭后半个多小时就拉肚子了。以后不会再去了。
匿名用户,5.0,很家常，去过不止一次了，环境给一种岁月沉淀的感觉。
tBL452118238,5.0,挺好的，大家一起可以过来看看吧
赵丽梅707,5.0,好特别好，下次还去那两天拉两趟了。。
eAn234360200,3.0,环境还可以，口味有在改进，量挺大的，两个人足够了
蓝露寒碟,4.0,很好吃，非常爱吃不错，凉菜也很好
GEv894263413,3.0,一下子拍了4份。总想来家吃。好吃
GEv894263413,3.0,满意，出去吃饭先想到这家，好吃
谦爷李,3.0,第一次去，还可以吧，太咸了，不过，口味跟分量还算是挺大的，大家可以去试试哦！
AA夏天.,5.0,一如既往的好！是我喜欢的口味！菜量很足！！一家三口吃得饱饱的！！我们去的比较早！很快就上菜了，两个凉菜！一份排骨豆角一锅鲜！还有三碗小米粥！凉菜是自己盛的，很多种！想吃什么就盛点什么！属于凉菜拼盘！位置很好找！过了铁道桥右拐就是！服务就一般般了！！
ll浩然正气ll,4.0,味道不错，位置好找，就是人好多
tkN217785039,3.0,感觉串不是特别新鲜，其他还可以
人不醉没机会,4.0,有点咸但是还可以，就是有点乱，不过还行
ynE186647030,5.0,味道特别好，价位也便宜。家常便饭的好去处。
汤姆猫201318,4.0,味道不错，价格实惠，两个人吃的饱饱的
FgC523058924,5.0,味道好，服务好态度好，现在还有了停车场更方便了
mtQ931247613,3.0,味道不错，量也很足。我们几个人都没吃了啊！下次还会光顾。
daoyan228,4.0,很好吃，盆友们喜欢，价格合理，服务周到
Udl244579562,5.0,好吃！环境不是很好 但是东西很好吃
小小小新！！！,4.0,还行挺咸的底下  然后他家真的是烤的蒸的煮的啥都有。品种齐全。。
EKs41051886,3.0,"凉菜味道很差，粥和一锅鲜味道不错，送的咸菜也不错，就是凉菜不怎么样
"
我要到月球,5.0,这儿的凉菜挺好，可以随便拼盘，味道也不错
万小颐,3.0,菜品量3个人足够，吃的饱饱的。口味再重一些就更好了。消费低，菜品优。满足！
unT219628002,5.0,超级无敌好吃！要是环境能在改善一下就更好了
ynE186647030,5.0,老公特别爱吃这家一锅鲜。特别棒。
会飞的悠悠,4.0,"很好，来了很多次了。
份量也给的可以。"
念念0098,4.0,只能说，还不错，味道是熟悉的味道，哈哈
JFi172241718,3.0,菜品口味可以，服务好，环境一般。
崽崽TA爹,4.0,真的很好吃 因为不用排队 菜量也很足
设置用户名10086,4.0,串比较一般  还是吃一锅鲜把……
匿名用户,4.0,"一直喜欢吃她家的一锅鲜菜量很足 味道也不错
"
F1Baby,4.0,怎么不送外卖了？排骨锅挺好吃的
明朝那些事儿嗯,3.0,凉菜比以前好多了，但是还是不太好，锅子觉得没有以前好吃
zyy8225,3.0,味道不如从前，希望坚持以前的水准，忠实粉丝了，就是偶尔味道一般
mtQ931247613,3.0,总的来说味道还是不错的，就是，不送花生毛豆了。
aNH192043439,4.0,很好吃的，排骨豆角一直是我们必点的，推荐
南南丁丁,5.0,两个人足够吃了！很不错！位置稍微有点偏
匿名用户,3.0,去的时候几个阿姨在餐厅择菜。好几筐豆角 ，不知道怎么洗 ，掉地上直接捡起来扔里面。之前吃过一次很咸 这次好很多  ， 但是油很多 很腻 凉菜没有花生了 因为价格在这 所以能理解 饭点过去不用排队 上菜速度很快 总体好评#排骨焖豆角#
ysL601699721,3.0,没有以前好吃了，感觉都是一个味道
肖大仙！,4.0,路过广场很多次，看到有这家，今天有空来吃，位置很好，就在广场旁边，团了两份，验证很快，蘑菇烤肉饭不辣，耗油炒的菜，口味还不错，小孩子也可以吃，有送纸巾和口香糖，总体说还行，下次有机会再来吃个别的饭尝
aNH192043439,4.0,一直喜欢吃他家的一锅鲜，不错，值得推荐
UJM786419451,4.0,量大  就是远点  上菜快  很合适
fulaiwang,3.0,凉菜特别难吃，不新鲜，服务员挺好的
陶宝1224,4.0,第一次去一锅鲜很好吃要是在淡点就很好了，地方也很好找
钰笛君子,3.0,这次做的鱼不好吃，没有味道，水放多了。以后不会再来了。
EkE882758994,3.0,量不少，就是味道一般，没有太好吃，2个人吃刚好
WJY417177020,5.0,很好吃 凉菜好吃 粥好喝。值得购买 不会后悔 下次还去。特别好 特别棒
W家有宝贝w,4.0,低价位，总体来说还是挺好的，值得品尝
无忧草地,4.0,不错，2大人1孩子吃的，又点了烤串套餐，没吃了。
mWM744941527,4.0,很好 不错 菜量足足的 口味也很不错 就是等的时间很长
匿名用户,3.0,卫生在加强一些就更好了！价格还好！
董全朋,5.0,有所改进，没那么咸了。。。。。
Mjk485519590,4.0,味道不错！停车位多，不拥挤。不要追求服务。
匿名用户,2.0,口味一般，不是印象中的味道……
匿名用户,3.0,团购合算，就是里面肉越来越少！
jvq284724297,5.0,味道不错，超级值，一锅鲜也超级好吃
xuR191184359,5.0,经常光顾，经济实惠，好吃不贵！
mayj448181,5.0,一如既往的好，谢谢您们的服务！
HDD767558095,4.0,"菜量很大，很实惠，还送了粥，一直支持下去
"
m明天会更好y,3.0,总得来说还不错。。。。。。。。。
贪吃的毒蘑菇,5.0,菜量很大，两个人吃不了哇，还有两大碗小米粥，还有两盘凉菜，强烈推荐
WJY417177020,5.0,好吃  特别好吃   优惠  菜量大 干锅土豆不错 凉菜不错 总之 一切都很好
